commit_uid,variant,trial,label,label_int,confidence,rationale
flask#0b9c2b5eb1b604cd76d9252e8e9628df731ea572,v1_satd_filtered,0,no,0.0,,
flask#63593d281b7358a86a808cc0bf5e47107316403d,v1_satd_filtered,0,no,0.0,,
flask#190059c8f01c6f75243824e765d08a7cce386eda,v1_satd_filtered,0,no,0.0,,
flask#bf52a17902cdbc300ee91ec1b2e8d2b7890ba35c,v1_satd_filtered,0,no,0.0,,
flask#0770f5c6375e3e45fa3ac918217df5d885176173,v1_satd_filtered,0,no,0.0,,
flask#73a47a0db1a181bb305684115d3dacded0c5a58b,v1_satd_filtered,0,no,0.0,,
flask#ce18d4575dd8468878668d777d83448eeae4fd0d,v1_satd_filtered,0,no,0.0,,
flask#6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,v1_satd_filtered,0,no,0.0,,
flask#ade490514dd6d83adc7610f69f9c4cd68df47110,v1_satd_filtered,0,no,0.0,,
flask#3088a9371e065808fd0091741f62bc242bcab1f9,v1_satd_filtered,0,no,0.0,,
flask#5acc491c94262912baa30a4cffc780a46b7faf56,v1_satd_filtered,0,no,0.0,,
flask#95750b3287bfa21fbb706f10a3a9fbcef01c089e,v1_satd_filtered,0,no,0.0,,
flask#06ec917ddedc618944670b39ccd5f4cb862882b2,v1_satd_filtered,0,no,0.0,,
flask#9f0b2429d638e54cb534b555c393d0770dfc1a8f,v1_satd_filtered,0,no,0.0,,
flask#715f64d2afef0e5b9800f0e0fb0eb9c892e1573a,v1_satd_filtered,0,no,0.0,,
flask#3a1e51865786474c44a04c0d422515047dd27223,v1_satd_filtered,0,no,0.0,,
flask#9f6bc93e4de36fc209eb1203845e9505df1ca379,v1_satd_filtered,0,no,0.0,,
flask#3c821a0fa45082bcec73dfb08662fb1de5263c48,v1_satd_filtered,0,no,0.0,,
flask#75057bb4112d16acc7ed5dafce6a8168b343fd78,v1_satd_filtered,0,no,0.0,,
flask#af3b73f70d5fce72181530d384519ae31d77c772,v1_satd_filtered,0,no,0.0,,
flask#3053fcdb0d6189ad1deca6fcfa16443dad4baf8c,v1_satd_filtered,0,no,0.0,,
flask#00f87f679cdd63b642675d86d073882fb8b19430,v1_satd_filtered,0,no,0.0,,
flask#9d340ad7477774a19a7bdffc83d6cb8cb3e05edc,v1_satd_filtered,0,no,0.0,,
flask#7cf5a9bf6e34fc57f82e560f01c408fbe603e9d4,v1_satd_filtered,0,no,0.0,,
flask#b6e73305392c9de052e51cca6fae8fee12ae231e,v1_satd_filtered,0,no,0.0,,
flask#f014ce29a7cd5a3ccfabd61e7d66e017ed958e25,v1_satd_filtered,0,no,0.0,,
flask#3eacc1d06816b2544e0242665fe909b24b027b21,v1_satd_filtered,0,no,0.0,,
flask#dbe0df756bf587b242f2406bef9e7e8ef26f0813,v1_satd_filtered,0,no,0.0,,
flask#88f671aaaef334caf3231095b119cac094ff5ffb,v1_satd_filtered,0,yes,1.0,,
flask#a862ead5f22f9d4592c1c85bda285a4ded59b631,v1_satd_filtered,0,no,0.0,,
flask#444e6425312a16589130ff36f2830b6f97fbbd4f,v1_satd_filtered,0,yes,1.0,,
flask#e0148a00c0f468784052926f80e8112be7686470,v1_satd_filtered,0,yes,1.0,,
flask#5c52fe980eda6065edcc39e6dd346636b1c40768,v1_satd_filtered,0,no,0.0,,
flask#2f181e19496a1fe693d9b20260fe961bb406c53b,v1_satd_filtered,0,no,0.0,,
flask#67f4b0f31538832f06b9351d15e30c85f449ac7e,v1_satd_filtered,0,yes,1.0,,
flask#c0a9f5d0c4f09dbe8b744609552cbbfa9f14fbc0,v1_satd_filtered,0,no,0.0,,
flask#0da39c76e3c67293aef2234b43aff8728d9002eb,v1_satd_filtered,0,no,0.0,,
flask#a9bb965b6dcd931cefdc7dd05fa4c672b5dff69c,v1_satd_filtered,0,no,0.0,,
flask#5c9ef2c44dce5afc99a0b3b539ebaafe9b8ce3c5,v1_satd_filtered,0,no,0.0,,
flask#4395e9493cc33d49b53889f9f726458f05f1a475,v1_satd_filtered,0,no,0.0,,
flask#3ac4ec670c881668aaedb2c3937bae5e10984988,v1_satd_filtered,0,no,0.0,,
flask#36717b02731ad7d86ba8effbe27e70405e48cd9b,v1_satd_filtered,0,no,0.0,,
flask#f1603d33f266ab24eda604f76632fa604b91e3f9,v1_satd_filtered,0,no,0.0,,
flask#75461c1467bbb2d83ee787bb13f4a338a4b8ad3e,v1_satd_filtered,0,no,0.0,,
flask#9248a7baca5bc616a60f9b63b525e872fbfddef2,v1_satd_filtered,0,no,0.0,,
flask#dffb3d091c0e42b7254fe88218811c24c0054f7e,v1_satd_filtered,0,no,0.0,,
flask#67fc46526234653b0a519e9f1e8a05a2c40c80f8,v1_satd_filtered,0,no,0.0,,
flask#bc0c0559e384dc88441775a3907487f4a2b515b4,v1_satd_filtered,0,yes,1.0,,
flask#a921aef6c47cecbacef5173f03c07c52e6bc8fea,v1_satd_filtered,0,no,0.0,,
flask#745638e774063de206aae930df71789de13e7c73,v1_satd_filtered,0,no,0.0,,
flask#da8f88a22eab8195e48fa4ef63c6a3195c860eb0,v1_satd_filtered,0,no,0.0,,
flask#34e3d64892f2281aa1b6f6357c345b0a357ee51a,v1_satd_filtered,0,no,0.0,,
flask#2d87e9bc37ef1ce8f9068fac92783a4fe3d3d382,v1_satd_filtered,0,no,0.0,,
flask#5bb2b55a2880b3c91dbcd6580f3d25ee23c6655c,v1_satd_filtered,0,no,0.0,,
flask#f80e1d3b5ab8e718cc67c814cbfd9aee9c95f45f,v1_satd_filtered,0,no,0.0,,
flask#b0ab127015186e1a2918221ffad8d79ca346faf5,v1_satd_filtered,0,no,0.0,,
flask#07581b2404924fe1833f596cfa09caf69868ad5b,v1_satd_filtered,0,no,0.0,,
flask#e409bc792d4419ed588afbc60c53b61923c415a7,v1_satd_filtered,0,no,0.0,,
flask#a5a41d40aaa9f6ed70b487133ddaf48ceb3d054f,v1_satd_filtered,0,no,0.0,,
flask#693e4449f87950c764a928690f4437fd6b1b4d7d,v1_satd_filtered,0,no,0.0,,
flask#35ed617fe41b184288892f733ce07d94391b76b1,v1_satd_filtered,0,no,0.0,,
flask#931dcc4c80331d372d70d7a0a5c8e6d49223e2bf,v1_satd_filtered,0,no,0.0,,
flask#e7f67e13339073007a84271cce91200bfdb81006,v1_satd_filtered,0,no,0.0,,
flask#ea5e654e9e19aab5089f9a71e679bcca11581e86,v1_satd_filtered,0,no,0.0,,
flask#54c3df60cd533ea80d347f6715ee84f6a560b5d5,v1_satd_filtered,0,no,0.0,,
flask#b26aeba972686b9cb9a9b111e1bc8997e1f259c8,v1_satd_filtered,0,no,0.0,,
flask#e84140aba2786655bbddcedb363d16de1e285441,v1_satd_filtered,0,no,0.0,,
flask#c4cac0abc1a04710a25dcfc8d7f1b2de173546a8,v1_satd_filtered,0,no,0.0,,
flask#cbcd15c3b55cfb05f1b27aa2343f909876f8d3d4,v1_satd_filtered,0,no,0.0,,
flask#ef0dc1800f7558abbefe070f361b97b9161b2452,v1_satd_filtered,0,no,0.0,,
flask#6c095deda51efb34cd18bd23411ebd6f2a0cdfe0,v1_satd_filtered,0,no,0.0,,
flask#9d19b77acf413de77b39ed1c6d972fb1e5fef1c3,v1_satd_filtered,0,yes,1.0,,
flask#74d458b40c0bdb140e7feab9af407642eb3dcea1,v1_satd_filtered,0,no,0.0,,
flask#8d356d7cda963e2fa6437c5a5fef035e13cc80c5,v1_satd_filtered,0,no,0.0,,
flask#e432d833b5f7b4c27e2dca5d5125bbf78a46327d,v1_satd_filtered,0,yes,1.0,,
flask#68278fd78e15e3ef6a591f3f2b6cc700d1e4d6dd,v1_satd_filtered,0,no,0.0,,
flask#4d16486132c349cdc7d473ef3c238dfa3f9d5385,v1_satd_filtered,0,yes,1.0,,
flask#35fd6eb22c4dec893770dd5720a51608a06fb8cd,v1_satd_filtered,0,no,0.0,,
flask#182ee31503ea8a9eefd0d7063bd7fbdde991e13b,v1_satd_filtered,0,no,0.0,,
flask#dfecc86dd315586bec8f5f0838195d03ba7165d3,v1_satd_filtered,0,no,0.0,,
flask#ce6e4cbd73d57cb8c1bba85c46490f71061f865f,v1_satd_filtered,0,no,0.0,,
flask#4ca1d0a2ed7639d3f1d2e466a777f7e6b0e8aa0a,v1_satd_filtered,0,no,0.0,,
flask#6cb0855e2dd181df5353fc1be9b437c7bc92eb2f,v1_satd_filtered,0,no,0.0,,
flask#9959ddd3da09f619d467891b194389851cf50367,v1_satd_filtered,0,no,0.0,,
flask#7a4b6088395387abe4127c9650f9cbaac11a0ec4,v1_satd_filtered,0,no,0.0,,
flask#50bca8c2d34b4b31ffcc98f6ced44b18de3c78b0,v1_satd_filtered,0,no,0.0,,
flask#707b30749daf407c07b5b265bd892564576ad80a,v1_satd_filtered,0,no,0.0,,
flask#33e7f2b990e3889d6aa9cffef4a4c9d7d0923698,v1_satd_filtered,0,no,0.0,,
flask#bc00fd1e83f23f57dd6a765b6a4bab2394584ae6,v1_satd_filtered,0,no,0.0,,
flask#9983e847425621b5e474ae9da6822f1af0b0cc1f,v1_satd_filtered,0,no,0.0,,
flask#1ffa295d933c7e0cd1ee14c1592c40f72b9f22bb,v1_satd_filtered,0,no,0.0,,
flask#12c2cb5e12895a0d16b37b7a9e9a96d69a34c36e,v1_satd_filtered,0,no,0.0,,
flask#cc7876f97fbc787ac7702453bdc62541f8ea47f6,v1_satd_filtered,0,no,0.0,,
flask#e67903d134039b2452b2a3806e10451491ce768d,v1_satd_filtered,0,no,0.0,,
flask#88a031ab24b0e7e2a5190f9e48f80f2b21aba1a0,v1_satd_filtered,0,no,0.0,,
flask#51a5add86d0fa9889b69d51d45d06a2ac4c5df9f,v1_satd_filtered,0,no,0.0,,
flask#06ed3e1e8888b73794876d39a53382eb45a54fe2,v1_satd_filtered,0,no,0.0,,
flask#f5fb4576577cbedcedba9eb16d9fdace18c9292c,v1_satd_filtered,0,no,0.0,,
flask#33a035bb0ec07a4ca92f1397e7caeb7714c57bd6,v1_satd_filtered,0,no,0.0,,
flask#20c2e53893c202a4555bd7390672ee948fa6b1e0,v1_satd_filtered,0,no,0.0,,
flask#d44b12774879cba83bf33c8ed7733157ab84d778,v1_satd_filtered,0,no,0.0,,
flask#528ae04be024ea27881f4c45e23590c011a8ea66,v1_satd_filtered,0,no,0.0,,
flask#c68cf834330f94e3018d660a6fc967c16e374762,v1_satd_filtered,0,no,0.0,,
flask#f195d9244756b9809bd2b00601b437f3e278b0b9,v1_satd_filtered,0,no,0.0,,
flask#7ea1b801cc1f7d09ee18e8d70957c9d34b870700,v1_satd_filtered,0,no,0.0,,
flask#bcd746e8cf0fc5f405c5f32b80517a4390de6fd9,v1_satd_filtered,0,no,0.0,,
flask#3ab318a7ddca819e13d6d161b008b62b6583453e,v1_satd_filtered,0,no,0.0,,
flask#a154c87cfca3e21316552b2ec558029f9c96122a,v1_satd_filtered,0,no,0.0,,
flask#ee16a68bbd7caf4c8e79c5d6859f72ad38539bbf,v1_satd_filtered,0,no,0.0,,
flask#d0dc89ea802130e8a3a16b4fba73fa10815c09fb,v1_satd_filtered,0,yes,1.0,,
flask#c4f64c1c475badaeef009ad46846e32a8e5c9b66,v1_satd_filtered,0,no,0.0,,
flask#1a69c7d4bf4d87d00b5fb2551ea39ee7c932768b,v1_satd_filtered,0,no,0.0,,
flask#b2c7efd0fabcc0514e27d03ed30f5f8af1de1065,v1_satd_filtered,0,no,0.0,,
flask#7599046d042d1bb3f2db6cdcd6458338802901c4,v1_satd_filtered,0,no,0.0,,
flask#8798b4b7112fb984bd244c8581ab03ef4a7ba766,v1_satd_filtered,0,no,0.0,,
flask#dd59d7241d0ebc713d51ab939f53ebd0df8b2dac,v1_satd_filtered,0,no,0.0,,
flask#4f8ee8f12946b224e5003405be99aa4e454bdeee,v1_satd_filtered,0,no,0.0,,
flask#88d9315d1955ea4ee99f53e21593a0d1d9047ed0,v1_satd_filtered,0,no,0.0,,
flask#d0c6ad7d287e543fcc941aa2b42557e06b9dc142,v1_satd_filtered,0,no,0.0,,
flask#532347d6adf1da64259f1af91860d5fa27bac9f1,v1_satd_filtered,0,no,0.0,,
flask#fedc06c2950a4c9930082a014d0f8da6ee0193be,v1_satd_filtered,0,no,0.0,,
flask#15012af70017962c2a22bc3fe670b9cc50782366,v1_satd_filtered,0,no,0.0,,
flask#a38dcd5e2bed1bcf2c1fc319fa9c3bc35e360fe0,v1_satd_filtered,0,yes,1.0,,
flask#a3c9494f67a0e89d44f459dac9eb9d0bc9b9025b,v1_satd_filtered,0,no,0.0,,
flask#665fa2a32b5ff2b1c1887a48ed69329110a555f7,v1_satd_filtered,0,no,0.0,,
flask#d67a36cbdb20bfd9cd9931bceb8e6e3c27e9263f,v1_satd_filtered,0,no,0.0,,
flask#b551f15b22c1d7d7749901e8d186246fb12038e8,v1_satd_filtered,0,no,0.0,,
flask#2b00ec4017ee6b930bb805c294a459f112e4bc80,v1_satd_filtered,0,no,0.0,,
flask#9e1111c2fbc2c7670eb489df0262a90417b96019,v1_satd_filtered,0,no,0.0,,
flask#80eb6cfffc3f3fe6e448aa0e26ba1566d4c42917,v1_satd_filtered,0,no,0.0,,
flask#51a89bf35ec6231d55f5caa8e12484e801f593fe,v1_satd_filtered,0,no,0.0,,
flask#f1cde5bbfcb7f0466ad35511ffe2e31ea57756d6,v1_satd_filtered,0,no,0.0,,
flask#8945a97a42d6475b1ee9fcb2689dc65dfce9828f,v1_satd_filtered,0,no,0.0,,
flask#b7109865a352e6bbee55247731136a46e1bab04d,v1_satd_filtered,0,no,0.0,,
flask#ac13deff401069c3854acca10c926119c6e1cbe0,v1_satd_filtered,0,no,0.0,,
flask#c34b03e9a677e467ea420d4286d4350ed429a4b8,v1_satd_filtered,0,no,0.0,,
flask#df3f8940c30447f28f2ddf2a5f764cf543755f0d,v1_satd_filtered,0,no,0.0,,
flask#e5d82020384ae527c36424b52612bbe625db9268,v1_satd_filtered,0,no,0.0,,
flask#77e2fbf249031a7adb7e745f15ad5645027b5994,v1_satd_filtered,0,no,0.0,,
flask#da514b398429653dbd368c6da48c9863d3c2632f,v1_satd_filtered,0,no,0.0,,
flask#77743a5f15ddbc7d826abd4f189217bef88991b6,v1_satd_filtered,0,no,0.0,,
flask#3f7ab1797730b8d07497744878d109baa9b235a5,v1_satd_filtered,0,no,0.0,,
flask#98ea6579c80fc7754eef433e3d6a0f232b8be75a,v1_satd_filtered,0,no,0.0,,
flask#0a93c552cc3318396e44c6ab1282190898ce0012,v1_satd_filtered,0,no,0.0,,
flask#16e4d5a6553ff9c89a61c44ddec7da21126b631a,v1_satd_filtered,0,no,0.0,,
flask#0198313a22a98361947fceb8544c355be676f784,v1_satd_filtered,0,no,0.0,,
flask#d12d73263f5d1664a65a42f71f19158b7e07ef2c,v1_satd_filtered,0,no,0.0,,
flask#5e1b1030e8edecb0c9652f2a406933c049ea2397,v1_satd_filtered,0,no,0.0,,
flask#6e52355eb303e1b47f7b83ddbb94ff432e2df139,v1_satd_filtered,0,no,0.0,,
flask#ed16ae2183ad44a7ba89aedd331a180455ed0836,v1_satd_filtered,0,no,0.0,,
flask#aa3d8398fd1a38b449b64fea4979f358f3c711e3,v1_satd_filtered,0,no,0.0,,
flask#85ff63c32e7237280bff3293481a371fb3da180c,v1_satd_filtered,0,no,0.0,,
flask#b1790cca55956c0cda132ac2fa6a2fb53fd2d009,v1_satd_filtered,0,no,0.0,,
flask#f5b8c082847baa8a902cef22c43a5d50d7a55bdc,v1_satd_filtered,0,no,0.0,,
flask#1202996c634b23f82421753cb7c46a5ccdf7aca2,v1_satd_filtered,0,no,0.0,,
flask#6fc1492357a94ab553fe7ef16a7a2235d05f5a1d,v1_satd_filtered,0,no,0.0,,
flask#90b8df3e4ce762ac4de4a6fabd8fb34532bedd5e,v1_satd_filtered,0,no,0.0,,
flask#e0712b47c6e5bc98f2afd8b0a82cc5005dc58722,v1_satd_filtered,0,no,0.0,,
flask#91e9632a379ebdd778c229a6da86d11140fa7f17,v1_satd_filtered,0,no,0.0,,
flask#a3a72e2d8d8df53164689fd84a5db2c6cd04f28a,v1_satd_filtered,0,no,0.0,,
flask#e5008386b1a7e0ef3ebb5a4082bf2176d7169ab9,v1_satd_filtered,0,no,0.0,,
flask#b6cae028f7a2c77108e5ef91e34c285a9ae7ad81,v1_satd_filtered,0,no,0.0,,
flask#405d4492e41b50f204d7e7d55aa0ac8f11edda1a,v1_satd_filtered,0,no,0.0,,
flask#97d2a198e216b29be5533dfba81525481bc9c1e5,v1_satd_filtered,0,no,0.0,,
flask#5d011c356dfc659a4c2ef66e8c847d489aef4e9c,v1_satd_filtered,0,no,0.0,,
flask#2b103134cf165ba453d5492e1a73b57b1e5bef1e,v1_satd_filtered,0,no,0.0,,
flask#27d28dcef4cee8765dcd7a567689d35a41ddcd75,v1_satd_filtered,0,no,0.0,,
flask#2912ff6f6e85983c372e1bc481337f3fdf6c7b9d,v1_satd_filtered,0,no,0.0,,
flask#c5b1755317c7bdfc20f4395a9a29a83b5b9cfd43,v1_satd_filtered,0,no,0.0,,
flask#80268a408b981254bbf2bd318aaade9a21a281ef,v1_satd_filtered,0,no,0.0,,
flask#b49afa21ade898061d279ea20ba964d7e583c419,v1_satd_filtered,0,no,0.0,,
flask#7680d52f42a562eda2e3f75b34118abb08d93414,v1_satd_filtered,0,no,0.0,,
flask#dcf5dff414f2f4b9b24047510d3fa7ac643e971f,v1_satd_filtered,0,no,0.0,,
flask#f4bfae622b5515ebde795fb71e3cc128cc0d5ead,v1_satd_filtered,0,yes,1.0,,
flask#a993a314fe7be148747cf804167d45f2ea8bf18e,v1_satd_filtered,0,no,0.0,,
flask#3a80ecc66057d97e3a0ceb40e99ea7bde035381b,v1_satd_filtered,0,yes,1.0,,
flask#fee5bdafe84bfcec492c2643544373c71f1e82a8,v1_satd_filtered,0,no,0.0,,
flask#d455135338d84dfac2a2b98f52cde1d43dd87681,v1_satd_filtered,0,no,0.0,,
flask#63a37b75aca15085e685d99f8b7a2e79c83e1f57,v1_satd_filtered,0,no,0.0,,
flask#140fc45ebd052ea07492c068e45d755d4b42c65c,v1_satd_filtered,0,yes,1.0,,
flask#8bd8b014a8393d4b94e6fd192b64e3a2d2f65fce,v1_satd_filtered,0,no,0.0,,
flask#6aeb6a09aff3115466eb39253ec236ec98348d9e,v1_satd_filtered,0,no,0.0,,
flask#16b101edb6c10a984b0f2960feeeca5a458845a1,v1_satd_filtered,0,no,0.0,,
flask#4cd5201cdd03e14edbceb24620717bbe82300524,v1_satd_filtered,0,no,0.0,,
flask#dbf55de7e8bfcf7cde967aa72ea006b764d484ac,v1_satd_filtered,0,no,0.0,,
flask#952967fcab0ffccc6b67485e8eed994a69d38d03,v1_satd_filtered,0,no,0.0,,
flask#801918603cb075f96ff6c08a6fc6fb165f1eecda,v1_satd_filtered,0,no,0.0,,
flask#778e44e39eb42ff6cbee376ce40d1a52a25cb0ce,v1_satd_filtered,0,no,0.0,,
flask#549af6229039e7fed7bcb2079737e45c27af998e,v1_satd_filtered,0,no,0.0,,
flask#f52f4fd31b9858f8b42be3fbb2818440e58978b4,v1_satd_filtered,0,yes,1.0,,
flask#c9002569c9abfa715e491aa636555e51ddf85d50,v1_satd_filtered,0,no,0.0,,
flask#faa1c71e455a99e9b098aa9bb4667c07a1bab6aa,v1_satd_filtered,0,no,0.0,,
flask#fda14678c07d036ef3a1984a4e346e793cc5a63c,v1_satd_filtered,0,no,0.0,,
flask#a3a843999b8f98a96fb44f573515d44648d72bab,v1_satd_filtered,0,no,0.0,,
flask#9a21c34bb63c2343b7c8c6bcfc51fc72030909ed,v1_satd_filtered,0,no,0.0,,
flask#6fca662c841797a2006999c699a6738b20af1d4e,v1_satd_filtered,0,no,0.0,,
flask#2a73bbc436041875f81aeffd5b8f13c6da8fcf19,v1_satd_filtered,0,no,0.0,,
flask#eb67242e1cb08566a1cd2489933479368a48b4a5,v1_satd_filtered,0,no,0.0,,
flask#1e4e578d73b78e2e11696b2e2d0763fd00367521,v1_satd_filtered,0,no,0.0,,
flask#1d2a308c202f401446fa1f092fe0af904ac0230d,v1_satd_filtered,0,no,0.0,,
flask#405c2992f8de441789a1ed82045ab77cefbbedfc,v1_satd_filtered,0,no,0.0,,
flask#88883aa6db3b27f132000a4cf2a99c1fbbe941c9,v1_satd_filtered,0,no,0.0,,
flask#a327452540bbcffe73207f8164504115b6c9e856,v1_satd_filtered,0,no,0.0,,
flask#d4c44a7d8c1554dfafc240f6a1714bc58fdc05f5,v1_satd_filtered,0,no,0.0,,
flask#94a7312d5ac5e2f949c4e27ecf2a273cec3d8c0c,v1_satd_filtered,0,no,0.0,,
flask#858806da69f9f46eb4abaf67bf78d864ea104760,v1_satd_filtered,0,no,0.0,,
flask#8569dfee6136bfda4a5fa2297aed3d82700bb1a5,v1_satd_filtered,0,no,0.0,,
flask#164067920ba7832e587a24725384789ab92bd55f,v1_satd_filtered,0,no,0.0,,
flask#4b65c7ed5a31d56e194817231eb88e1083ba285d,v1_satd_filtered,0,no,0.0,,
flask#ed70b42798a31bce951917ff22b996c810e2c3a9,v1_satd_filtered,0,no,0.0,,
flask#11c66be80e3e249c5f14dd9a23f49a073cd03903,v1_satd_filtered,0,no,0.0,,
flask#9ae4eba9861bfa959bac6adfaf5842ef7d937eb6,v1_satd_filtered,0,no,0.0,,
flask#402f12bb6d578b767dfd637400f9194736458795,v1_satd_filtered,0,no,0.0,,
flask#07688d7b9302fd47cfd0ea053171ad6561c3f9b9,v1_satd_filtered,0,no,0.0,,
flask#99be2ec022e2ceb1c21527c8278a7179630430d5,v1_satd_filtered,0,no,0.0,,
flask#4a45345fc44f60275b91c47031dd44abce02f596,v1_satd_filtered,0,no,0.0,,
flask#8a73097fe528430eb77ac26c81ba85229a8af553,v1_satd_filtered,0,no,0.0,,
flask#b0ca7e5af15ef2218b9726aba1d8948a409dedb9,v1_satd_filtered,0,no,0.0,,
flask#0bf777ed81d5296fb722931d35e5db4333e3de39,v1_satd_filtered,0,no,0.0,,
flask#1643e5c39157e4f43d20b965c9967eeec8e90700,v1_satd_filtered,0,no,0.0,,
flask#00c5b7a937b63378394fc6fc576aa6c27106d6d6,v1_satd_filtered,0,no,0.0,,
flask#b3fc9eb36b8021ad966be57532a5fa5ae4231e13,v1_satd_filtered,0,no,0.0,,
flask#5cc40f4728d5b5356cf49b7dfaa2b130e0b0aedf,v1_satd_filtered,0,no,0.0,,
flask#fa9817778c83eb35b9c2c4332ccb7e5190d1ffa2,v1_satd_filtered,0,no,0.0,,
flask#34a494713c085926d023f8e8f9cf6f0c40bab660,v1_satd_filtered,0,no,0.0,,
flask#235369fd613b72c1767b2b20d9f94dee1d6090d5,v1_satd_filtered,0,no,0.0,,
flask#04e70bd5c7bd80696eabaea11afd9080d874f859,v1_satd_filtered,0,no,0.0,,
flask#fbd488678f93c13527a9fba252bd89b53abec5e9,v1_satd_filtered,0,no,0.0,,
flask#1a7f579ece2528e73d9959d6fe4c8d7172fc3959,v1_satd_filtered,0,no,0.0,,
flask#97efffad9a9858c0d966723d543e1186629631d4,v1_satd_filtered,0,no,0.0,,
flask#67581795c4b1d5d27aaadf71f82bb6862887ba74,v1_satd_filtered,0,no,0.0,,
flask#4c8c503326f8b26787945082007a294dff4c255b,v1_satd_filtered,0,no,0.0,,
flask#0da56d7f5cfb6a637129444bfe0d6bf2584363ac,v1_satd_filtered,0,yes,1.0,,
flask#5910ef8a439196075f16e8d19d72c8bcb704a62f,v1_satd_filtered,0,no,0.0,,
flask#1446614915b9ab4f75cbdfd79a80b71492b00276,v1_satd_filtered,0,yes,1.0,,
flask#a06cd0a64418f2aafafb0a574c64c2ea5f3e9239,v1_satd_filtered,0,yes,1.0,,
flask#0ecc686372f577ccbcbcb818e1386ceb7bd9391d,v1_satd_filtered,0,no,0.0,,
flask#709ecefee1859cf16cc8bdfa642e39fbc6b4421e,v1_satd_filtered,0,no,0.0,,
flask#7ed3196e8d1861acd027c409c47e51cce812ba63,v1_satd_filtered,0,no,0.0,,
flask#d8fcd4260e9194a03267ddb913a8b5d7cf0948d2,v1_satd_filtered,0,no,0.0,,
